41,"Right, at Hogwarts Harry can study, sing a song, swim, run and go out to play.",对，在霍格沃茨，哈利会学习、唱歌、游泳、跑步，还能出去玩。,can + 动词原形表示“会做某事”；多个动作并列时，最后两个用 and 连接；go out 表示“出去、出去玩”。,study|/'stʌdi/|v. & n.|学习；研究; song|/sɒŋ/|n.|歌曲; out|/aʊt/|adv. & prep.|（从……里）出来；出去; sing|/sɪŋ/|v.|唱歌; right|/raɪt/|interj. & adj. & n. & adv.|对吗；正确的；适当的；右边；向右边; swim|/swɪm/|v. & n.|游泳; run|/rʌn/|v. & n.|跑；跑步,go out|出去；出去玩; sing a song|唱歌,今日回读：请重新朗读背诵第 40、39、37、34、26、11 天的句子。自然重现旧词 can、play、go、and；句首 Right 表示“对、没错”。,"281,282,283,284,285,286,287"
42,"We watch Hedwig fly fast, Hermione dance, and Hagrid cook fish and cake.",我们看海德薇飞得飞快，看赫敏跳舞，还看海格做鱼和蛋糕。,watch + 人或动物 + 动词原形，表示“看……做某事”；fast 在这里作副词，修饰 fly，表示“飞得快”。,fast|/fɑːst/|adv. & adj.|快地；快的; dance|/dɑːns/|v. & n.|跳舞; fish|/fɪʃ/|n. & v.|鱼；鱼肉；钓鱼; fly|/flaɪ/|v.|飞; watch|/wɒtʃ/|v. & n.|注视；观看；表；手表; cake|/keɪk/|n.|蛋糕; cook|/kʊk/|v. & n.|做饭；厨师,fly fast|飞得飞快; cook fish|做鱼,今日回读：请重新朗读背诵第 41、40、38、35、27、12 天的句子。自然重现旧词 we、and；巩固 watch sb do sth 句型；cake 在第 47、49、50 天还会复现。,"288,289,290,291,292,293,294"
43,"We visit the open park, take bird photos, have noodles and listen to Hagrid's story.",我们去开放的公园，拍小鸟的照片，吃面条，还听海格的故事。,open 在这里是形容词“开放的”，放在名词 park 前作定语；take photos 拍照；listen to 听。,story|/'stɔːri/|n.|故事; noodle|/'nuːdl/|n.|(usually pl.) 面条; open|/'əʊpən/|v. & adj.|打开；开放的；敞开的; bird|/bɜːd/|n.|鸟; take|/teɪk/|v.|拍照；拿；取；买下; visit|/'vɪzɪt/|v. & n.|参观；拜访; park|/pɑːk/|n.|公园,take photos|拍照; listen to a story|听故事,今日回读：请重新朗读背诵第 42、41、39、36、28、13 天的句子。自然重现旧词 we、have、listen(to)、photo、and；noodles 常用复数形式。,"295,296,297,298,299,300,301"
44,"When do we dress? At 7 o'clock. We have breakfast at half past 7, then write and share stories.",我们什么时候穿衣服？7 点钟。我们 7 点半吃早餐，然后写故事、互相分享。,When do we ...? 用来问“我们什么时候做某事”；整点说 at 7 o'clock；半点说 half past 7（7 点半）。,when|/wen/|adv.|什么时候; write|/raɪt/|v.|写; share|/ʃeə(r)/|v.|分享；合用；分担; o'clock|/ə'klɒk/|adv.|（表示整点）……点钟; half|/hɑːf/|n. & pron.|一半；半；半数; dress|/dres/|v. & n.|穿衣服；连衣裙; breakfast|/'brekfəst/|n.|早餐,have breakfast|吃早餐; half past 7|七点半; at 7 o'clock|在 7 点钟,今日回读：请重新朗读背诵第 43、42、40、37、29、14 天的句子。重现昨日新词 story（复数 stories）与旧词 have、then、we；时间用数字表达，为第 49-50 天的数词做铺垫。,"302,303,304,305,306,307,308"
45,Harry gets up early and asks: 'Does lunch begin before the film? Can we have dinner after it?',哈利起得很早，问道：“午餐在电影开始前吗？我们可以在电影结束后吃晚饭吗？”,before 在……之前、after 在……之后，是一对反义词；begin 表示“开始”；一般疑问句借助 does 提问，动词用原形。,before|/bɪ'fɔː(r)/|prep. & conj. & adv.|在……以前；以前; begin|/bɪ'ɡɪn/|v.|开始; dinner|/'dɪnə(r)/|n.|正餐；主餐; early|/'ɜːli/|adj. & adv.|早的；早期的；提前；在早期; ask|/ɑːsk/|v.|询问；请求; lunch|/lʌntʃ/|n.|午餐; film|/fɪlm/|n.|电影,get up|起床; have dinner|吃晚饭; before the film|在电影之前,今日回读：请重新朗读背诵第 44、43、41、38、30、15 天的句子。本句还重现旧词 get up、can、have、after。,"309,310,311,312,313,314,315"
46,"An hour has 60 minutes. This month, Harry gets a birthday gift after his lesson on the ice.",一小时有 60 分钟。这个月，哈利在冰上的课结束后收到一份生日礼物。,hour 是“小时”，minute 是“分钟”，一小时有 60 分钟；after + 名词表示“在……之后”。,minute|/'mɪnɪt/|n.|分；分钟; lesson|/'lesn/|n.|课；一节课; ice|/aɪs/|n.|冰；冰块; hour|/'aʊə(r)/|n.|小时; birthday|/'bɜːθdeɪ/|n.|生日; month|/mʌnθ/|n.|月份; gift|/ɡɪft/|n.|礼物,birthday gift|生日礼物; on the ice|在冰上,今日回读：请重新朗读背诵第 45、44、42、39、31、16 天的句子。自然重现旧词 this、after、his、has、get(gets)；birthday 在第 47-50 天的派对场景继续复现。,"316,317,318,319,320,321,322"
47,A kind woman at the shop will help Hermione buy eggs and candles for the party.,商店里一位好心的女士会帮赫敏为派对买鸡蛋和蜡烛。,will + 动词原形表示“将要做某事”；help sb do sth 帮助某人做某事；buy sth for ... 为……买某物。,party|/'pɑːti/|n.|聚会; buy|/baɪ/|v.|买; shop|/ʃɒp/|n. & v.|商店；逛商店；在商店购物; woman|/'wʊmən/|n.|(pl. women /'wɪmɪn/) 女人; candle|/'kændl/|n.|蜡烛; will|/wɪl/|modal v.|将要；会; egg|/eɡ/|n.|蛋,buy eggs and candles|买鸡蛋和蜡烛; at the shop|在商店,今日回读：请重新朗读背诵第 46、45、43、40、32、17 天的句子。自然重现旧词 kind、help、at、for、and；句型 help sb do sth 呼应第 42 天 watch sb do sth。,"323,324,325,326,327,328,329"
48,"Ron writes on the card: 'Dear Mrs, thank you for the milk, juice, candy, drink and doll.'",罗恩在卡片上写道：“亲爱的夫人，谢谢您的牛奶、果汁、糖果、饮料和玩偶。”,写卡片常用“Dear + 称呼”开头；thank you for + 名词表示“为……而感谢”；多个名词并列时，最后两个用 and 连接。,juice|/dʒuːs/|n.|果汁; milk|/mɪlk/|n.|牛奶; candy|/'kændi/|n.|糖果; drink|/drɪŋk/|n. & v.|饮品；喝; card|/kɑːd/|n.|厚纸片；卡片; doll|/dɒl/|n.|玩偶；玩具娃娃; Mrs|/'mɪsɪz/||（对已婚妇女的礼貌称呼）夫人；太太,thank you for|为……而感谢; write on the card|在卡片上写字,今日回读：请重新朗读背诵第 47、46、44、41、33、18 天的句子。重现第 44 天新词 write（三单 writes）与旧词 dear、thank you、for、on；承接第 47 天商店场景。,"330,331,332,333,334,335,336"
49,"Harry hears the door: one, two! A nurse comes with cake — make a wish and eat.",哈利听到门响了：一、二！一位护士带着蛋糕来了——许个愿，吃吧！,祈使句直接用动词原形开头，如 make、eat；hear 表示“听到”，三单为 hears；one、two 是数词，用来数数。,eat|/iːt/|v.|吃; wish|/wɪʃ/|v. & n.|希望；祝愿；愿望; nurse|/nɜːs/|n.|护士; hear|/hɪə(r)/|v.|听到; door|/dɔː(r)/|n.|门; one|/wʌn/|num.|一; two|/tuː/|num.|二,make a wish|许愿; hear the door|听到门响,今日回读：请重新朗读背诵第 48、47、45、42、34、19 天的句子。自然重现旧词 cake、come(comes)、with、make、and；数词 one、two 为第 50 天的 three-nine 做铺垫。,"337,338,339,340,341,342,343"
50,"Look at the cake: three, four, five, six, seven, eight, nine candles — happy birthday, Harry!",看那个蛋糕：三、四、五、六、七、八、九根蜡烛——生日快乐，哈利！,数词 three 到 nine 用来数数；candle 是可数名词，多根蜡烛用复数 candles；Happy birthday! 是生日祝福语。,three|/θriː/|num.|三; four|/fɔː(r)/|num.|四; five|/faɪv/|num.|五; six|/sɪks/|num.|六; seven|/'sevn/|num.|七; eight|/eɪt/|num.|八; nine|/naɪn/|num.|九,happy birthday|生日快乐; look at|看,今日回读：请重新朗读背诵第 49、48、46、43、35、20 天的句子。重现第 47 天新词 candle（复数 candles）、第 46 天 birthday、第 42 天 cake 与旧词 look at、happy。,"344,345,346,347,348,349,350"
